City,Attack,Target
Belfast,1,14
Belfast,1,14
Beirut,4,6
abadau,3,21
Clark,2,3
Belfast,2,4
Crossmaglen,3,4
Londonderry,2,4
Londonderry,2,4
Enniskillen,3,4
Belfast,1,14
Belfast,1,14
Belfast,1,14
"Creggan, Derry",2,4
Belfast,2,4
Newtownbutler,3,14
Galdacano,1,3
Athens,3,7
Paris,6,7
Belfast,2,4
Belfast,1,14
Portadown,1,14
Phnom Penh,1,7
Munich,1,14
Portadown,3,4
Belfast,1,13
Dungannon,3,4
Brussels,1,7
Belfast,1,2
Belfast,3,1
Derry,2,4
Los Angeles,3,14
Gothenburg,4,6
Brisbane,3,18
Derry,2,4
Glassdrummond,3,14
London,1,7
Montreal,3,7
Ottawa,3,7
Belfast,2,4
Belfast,2,4
Aghalane,2,4
Belfast,1,14
Crossmaglen,2,4
Belfast,2,4
Belfast,1,14
Belfast,3,14
"Bogside, Derry",2,4
Ligoniel,1,14
Belfast,1,14
Belfast,1,14
Belfast,2,4
New York City,6,1
Belfast,1,17
Belfast,1,14
Belfast,2,4
Belfast,3,14
Bonn,3,7
Belfast,1,4
Belfast,1,14
Belfast,6,17
Paris,3,1
Belfast,6,10
Belfast,1,14
Portadown,1,14
Belfast,3,1
Algiers,5,7
Belfast,3,4
Cordoba,3,1
Belfast,3,14
Los Angeles,3,3
New York City,3,14
Newry,2,4
Paris,3,6
New York City,1,14
Belfast,1,14
Drumarg,3,4
Belfast,2,14
Buenos Aires,3,1
Belfast,2,3
Derrydoon,2,4
Istanbul,4,6
Belfast,2,4
Belfast,1,2
Arlington,2,1
Houston,2,3
Derry,2,4
Belfast,1,14
Beirut,4,6
Belfast,1,14
Belfast,2,4
Belfast,3,14
Belfast,1,19
London,3,1
Zaragoza,3,7
Amman,3,7
Amman,3,7
San Salvador,3,6
Lurgan,2,4
Monterrey,4,6
Tucuman,3,1
Belfast,2,4
Belfast,1,14
Paris,9,10
Belfast,1,14
Belfast,2,4
San Salvador,3,7
Belfast,1,14
Enniskillen,1,3
Cullyhanna,3,4
Belfast,1,14
Ballynahone,1,4
Brough,1,14
Finvoy,1,14
amman,3,13
Frankfurt,4,6
Belfast,1,14
Barcelona,2,1
Belleek,3,4
Derry,3,4
Kronberg im Taunus,1,2
Belfast,1,14
Antioquia,6,8
New York City,3,1
Dublin,3,14
Belfast,1,14
Belfast,1,14
Belfast,1,14
Lurgan,3,4
Killeter,2,4
milan,3,18
Belfast,1,14
Athens,2,4
Belfast,2,4
Belfast,6,14
Brisbane,3,1
Belfast,2,4
Belfast,1,14
Belfast,3,4
New York City,3,1
Miami,3,1
Belfast,2,3
Dusseldorf,1,3
Killeter,3,14
West Berlin,2,1
Belfast,1,14
Lurgan,1,3
Armagh,2,4
Derrylin,1,17
Belfast,1,14
Drumarg,6,4
Beirut,3,7
Belfast,2,14
Claudy,2,4
Clonmore,2,14
"Waterside, Derry",2,14
Bangor,2,14
paris,3,7
West Berlin,3,4
New York City,3,1
New York City,3,1
New York City,7,1
Lomas de Zamora,1,4
Buenos Aires,1,13
Buenos Aires,6,1
Strabane,2,17
Bangkok,5,7
Belturbet,3,2
New York City,6,1
Barcelona,2,1
Belfast,1,14
New Orleans,2,3
unknown,6,1
Birdstown Estate,1,14
Santiago de los Caballeros,1,13
Dundonald,1,14
New York City,2,13
Feeny,1,4
Belfast,1,14
Ayapel (Cordoba dept),6,1
Athens,2,2
Athens,2,14
New Orleans,2,3
El Bagre,6,1
Paris,3,13
Frankfurt,7,2
Kaiserslautern,2,1
Vienna,2,13
"Harbour Square, Derry",2,3
Cappagh,3,3
Pamplona,6,14
Cordoba,3,2
Tirrenia,2,4
Beirut,3,8
Belfast,1,4
Washington,2,15
Pueblo,7,3
Barcelona,2,1
Dublin,3,14
Aveilavieda,1,13
Alton,7,3
Port-au-Prince,6,7
Province of Eritrea,6,1
Tehran,3,6
New York City,2,3
Nimatabad,3,1
Madrid,1,2
Los Angeles,1,7
Tehran,3,1
Barcelona,2,1
New York City,2,3
Paris,3,1
Belfast,1,14
Belfast,1,14
Belfast,1,4
Belfast,6,14
Belfast,1,14
Belfast,3,14
Strabane,1,4
Unknown,1,4
Athens,2,4
Belfast,1,14
Belfast,1,14
Belfast,1,4
Belfast,1,14
Belfast,1,17
Belfast,1,14
Belfast,1,14
Belfast,1,4
Buenos Aires,2,7
Lurgan,1,4
Belfast,3,4
Belfast,1,14
Belfast,6,4
Dungannon,1,3
Amman,2,7
New York City,2,1
Strangford,3,17
Buenos Aires,1,13
Belfast,1,4
New York City,3,1
Belfast,1,14
Cordoba,2,4
Belfast,1,14
Ligoniel,1,14
Eibar,3,14
London,5,2
Belfast,1,4
Belfast,1,4
Belfast,1,4
"Creggan, Derry",2,14
Moira,1,3
Wounded Knee,5,2
Belfast,1,4
Khartoum,6,7
Belfast,1,14
Belfast,1,14
Barcelona,2,1
Belfast,1,14
Ligoniel,1,14
Casablanca,2,7
Derry,1,4
Beirut,3,11
Beirut,3,11
Belfast,1,4
New York City,3,6
New York City,3,6
New York City,3,6
New York City,2,3
Belfast,1,4
Forkhill,3,4
London,3,14
Belfast,1,14
Belfast,1,4
Belfast,1,4
Rio Piedras,3,8
Crossmaglen,3,4
Paris,3,7
Paris,3,7
Newtownabbey,1,14
Belfast,6,4
Belfast,1,14
Dungannon,3,4
Belfast,1,14
Belfast,1,14
Frankfurt,7,7
Frankfurt,7,7
Athens,3,2
Brussels,7,7
Belfast,1,4
Belfast,1,14
Atucha,2,21
Ballygawley,3,4
New York City,2,1
Rosario,6,1
Rosario,3,8
New York City,3,13
Union,3,1
Belfast,1,4
Buenos Aires,3,4
Buenos Aires,6,1
Buenos Aires,6,4
Portavogie,1,14
Cordoba,6,4
Paris,2,6
Paris,2,7
Cordoba,1,4
Buenos Aires,6,4
Rome,3,4
Rome,7,7
Newtownhamilton,3,4
Buenos Aires,6,1
Nicosia,1,7
Rome,7,4
Nicosia,2,7
Nicosia,2,6
New York City,2,1
"Bogside, Derry",1,4
La spezia,3,4
Sidon,3,1
Belfast,1,17
San Justo,7,4
Belfast,1,14
Unknown,6,14
Zahrani,3,21
Washington,2,7
Buenos Aires,7,3
Athens,3,1
Belfast,1,4
Frankfurt,7,7
San Juan,3,7
San Juan,3,7
Avellaneda,2,13
Yokosuka,7,4
Buenos Aires,6,3
Rome,1,6
"Creggan, Derry",1,4
"Carn Hill, Shantallow, Derry",1,4
San Salvador,3,1
Beirut,3,7
Belfast,1,4
Buenos Aires,1,4
Cordoba,3,1
Beirut,3,7
Madrid,1,3
Kabul,9,6
New York City,1,13
Rosario,3,1
Barcelona,7,6
Barcelona,7,6
Beirut,3,7
Newtownabbey,1,14
Derry,1,4
Guadalajara,6,7
Coalisland,1,3
Casablanca,3,7
Crossmaglen,3,4
Athens,3,1
Athens,3,14
New York City,3,3
Santo Domingo,6,2
Aughnacloy,1,4
Belfast,1,14
Athens,3,4
Belfast,3,4
Portadown,3,14
Belfast,1,14
Belfast,3,14
Omagh,3,4
Sao Paulo,7,7
New York City,3,3
Belfast,1,17
Valera,4,6
Mount Vernon,2,3
Buenos Aiers,6,1
Belfast,1,14
London,3,7
Cordoba,6,1
Buenos Aires,6,1
Buenos Aires,1,13
Buenos Aires,6,1
Buenos Aires,3,1
Paris,3,7
Cullaville,3,4
Belfast,1,14
Iraklion,2,4
Belfast,2,14
Belfast,1,14
Pereira,4,6
Belfast,3,14
Belfast,3,14
Tehran,1,4
Belfast,2,14
Belfast,1,14
New York City,2,3
Unknown,2,1
Enniskillen,1,3
Clogher,1,14
Kaiserslautern,1,2
West Berlin,3,1
Belfast,1,14
Belfast,1,14
Coleraine,3,14
Belfast,1,4
Belfast,1,14
Glengormley,1,14
Barcelona,2,1
New York City,2,7
"Bogside, Derry",3,4
Strabane,3,4
Belfast,1,14
Belfast,1,14
Omagh,3,17
Antrim,1,14
"Creggan, Derry",1,14
Paris,1,2
Cordoba,2,8
Belfast,1,14
madrid,3,7
Barcelona,3,1
Valencia,3,1
Bethesda,1,7
Belfast,1,4
Lima,3,7
Belfast,4,14
Buenos Aires,4,6
Belfast,1,14
Buenos Aires,2,7
Belfast,1,17
Bochum,2,3
Bochum,2,1
La Plata,2,7
Newtownhamilton,1,4
Belfast,1,14
Belfast,3,4
Crumlin,3,14
Clogher,3,4
New York City,6,1
Armagh,3,4
Meigh,1,4
Amsterdam,4,6
Newcastle,3,17
Lima,3,7
Lima,3,7
Belfast,1,14
New York City,3,13
Resistencia,1,13
Santiago,3,7
Tegucigalpa,2,7
Santiago,3,14
Bad Kreuznach,7,4
Avrainville,1,17
Belgrade,3,19
Kampen,7,10
Athens,3,6
Moy,1,14
Hamburg,7,14
Templepatrick,2,14
Belfast,1,14
Kilclean,3,17
Belfast,1,14
Guayaquie,3,7
Santiago,3,7
Santiago,3,4
Christchurch,2,7
Armagh,1,3
Belfast,3,14
London,7,1
London,7,2
London,3,2
London,7,1
Portadown,1,14
La Plata,2,6
Belfast,1,14
Santiago,7,2
Hilltown,1,14
Armagh,1,14
Derry,1,14
Belfast,3,14
Belfast,1,14
Santiago,3,7
Washington,3,7
La Plata,1,13
Washington,3,4
Armagh,1,4
Tokyo,7,7
Tullyhommon,3,4
Belfast,1,4
Buenos Aires,6,10
Madrid,3,6
Barcelona,3,1
Newark,1,13
Unknown,1,4
Ostia,3,6
Paris,5,7
Belcoo,3,14
Buenos Aires,2,4
West Berlin,3,7
Belcoo,1,4
London,3,19
Munich,7,1
Bologna,3,14
Lusaka,1,2
Buenos Aires,2,10
Monchengladbach,7,4
Barcelona,3,1
Ballymena,1,14
Zurich,3,1
Lisburn,1,4
Kinshasa,1,7
Lisbon,1,7
Edison,1,14
Derry,1,14
Boeblingen,7,4
Buenos Aires,1,2
An-nabitiyah,3,21
Birmingham,3,4
Killen,1,17
New Orleans,3,14
Unknown,6,14
Santo Domingo,6,7
Rome,7,1
New York City,3,1
Buenos Aires,6,1
Boeblingen,7,4
Essen,3,1
Rio de Janeiro,3,6
Ballynafeigh,2,14
"Creggan, Derry",3,4
Lurgan,1,4
Unknown,6,1
Hanover,2,4
Hanover,7,14
Buenos Aires,1,3
Genoa,7,7
Milan,3,1
Buenos Aires,7,1
Bagneux,3,1
Essen,3,1
Buenos Aires,3,1
Buenos Aires,3,1
Buenos Aires,3,1
Cordoba,3,1
Guadalajara,6,1
Guadalajara,6,7
Newtownbutler,3,14
Rosario,1,1
Pamplona,2,1
Belfast,1,3
Beirut,5,1
Newark,1,14
Kuala Lumpur,3,7
San Francisco,6,14
Belfast,3,1
San Francisco,6,14
New York City,7,7
Armagh,1,4
Lifford,1,4
Banbridge,1,14
Aughnacloy,1,14
San Francisco,2,14
Sergovia,6,1
San Juan,7,3
Belfast,1,14
Belfast,3,1
Madison,3,3
Oakland,1,8
Boulogne-Billancourt,3,1
Newtownhamilton,1,4
Buenos Aires,6,4
Belfast,1,14
Belfast,1,14
Belfast,1,14
"Bogside, Derry",1,4
Crossmaglen,2,17
Buenos Aires,6,1
West Berlin,3,1
Nuremberg,3,1
County Derry,3,4
Nuremberg,3,1
Maracaibo,6,7
Buenos Aires,1,2
Cordoba,1,1
Buenos Aires,6,1
Unknown,3,21
Armagh,3,4
Belfast,3,4
Villafranca De Ordizia,2,4
"Bogside, Derry",1,4
Beirut,4,6
San Francisco,2,14
Guadalajara,3,1
Guadalajara,3,13
Belfast,1,14
Gadsden,1,14
Coalisland,4,17
Buenos Aires,1,12
Besancon,7,21
Lurgan,1,3
Piraeus,3,1
Mexico City,3,7
New York City,3,13
"Creggan, Derry",2,4
West Berlin,7,1
Jerusalem,3,14
Buenos Aires,6,1
Cordoba,6,1
Santiago,7,7
Belfast,1,14
Belfast,1,4
Newcastle,1,3
Cordoba,5,14
San Francisco,2,14
San Francisco,2,14
San Francisco,2,14
Marseilles,3,7
Caracas,3,4
Keady,1,3
Clady,3,17
London,1,2
Rome,5,6
Rome,4,6
London,3,2
Madrid,1,2
Belfast,1,14
San Francisco,2,14
San Francisco,2,14
La Plata,6,1
London,3,1
London,1,4
San Francisco,2,14
San Francisco,2,14
San Francisco,6,14
West Berlin,3,1
Long Kesh,1,4
Buenos Aires,6,1
Frankfurt,2,1
Belfast,1,3
Miami,3,11
London,1,13
Turin,3,7
Barcelona,3,2
Zurich,3,2
Rome,3,1
Belfast,1,4
Genoa,6,2
Paris,3,1
Rome,3,6
Cochabamba,6,4
Belfast,1,14
Buenos Aires,6,1
Buenos Aires,6,1
Potrerillo,3,19
Belfast,1,14
London,1,4
London,1,4
Macon,7,1
La Plata,6,1
Athens,3,2
Rome,3,1
Belfast,1,14
Turin,3,7
Zurich,3,7
Rome,3,1
"Waterside, Derry",1,14
Belfast,1,14
Cordoba,3,13
Newtownards,1,14
Trillick,1,4
Cappagh,2,1
Azul Garrison,6,4
Azul,2,3
Mexico City,3,7
Carrickfergus,1,14
Aughnacloy,1,4
London,1,15
"Creggan, County Derry",3,4
Romainville,3,1
London,3,1
Ballyronan,3,4
Belfast,1,3
San Francisco,2,14
San Francisco,2,14
San Francisco,2,14
San Francisco,2,14
San Francisco,2,14
Ottawa,3,7
Newcastle,2,4
Derry,1,3
Belfast,1,14
Edenbridge,1,2
Unknown,6,1
Newtownabbey,2,14
Chalchuapa,7,3
Gaborne,1,13
Paris,1,14
Guadalajara,3,1
Guadalajara,3,1
Guadalajara,3,1
Karachi,3,11
Takeley,2,1
Laurel,3,3
London,1,2
London,1,10
New York City,1,15
Berkeley,6,10
London,3,10
Batley,3,4
Belfast,1,14
Kuwiat,6,7
Darmstadt,3,3
Guadalajara,3,2
Belfast,1,14
Cologne,3,19
Hamburg,3,3
Jerusalem,3,15
Jerusalem,3,1
Jerusalem,3,15
Newtownabbey,1,14
Little Chalfont,3,4
Belfast,1,14
Tredudon,3,21
Crossmaglen,3,4
Loughgall,3,1
Belfast,3,1
Toulouse,1,7
Lavrion,3,1
Guadalajara,3,1
Guadalajara,3,1
Oaxaca,3,1
Londonderry,1,17
Boulder,3,8
Belfast,3,1
Boulder,3,8
Boulder,3,2
Paris,7,1
Paris,7,1
Hamburg,3,15
Belfast,1,3
Donaghmore,3,4
Beirut,4,6
Cordoba,3,15
Cordoba,3,3
Cordoba,3,10
Cordoba,1,14
Cardoba,3,1
Cordoba,3,1
San Salvador,2,2
Tehran,3,7
San Jose,3,13
San Francisco,3,2
Portland,3,2
Belfast,3,4
Los Altos,3,1
Forkhill,3,14
Buenos Aires,6,14
Belfast,2,1
Caracas,3,21
Caracas,7,1
Clones,1,14
Milan,7,7
Belfast,1,4
Caracas,7,1
Belfast,1,14
Belfast,1,14
Magherafelt,3,14
Beirut,1,7
Cordoba,3,7
Cordoba,3,1
Crossmaglen,1,4
Londonderry,2,4
Craigavon,1,3
Londonderry,1,4
Acapulco,6,1
Greenisland,1,3
Belfast,1,14
Folcroft,3,3
Hermosillo,6,7
Bastia,3,6
Asmara,3,1
Essen,7,1
Mexico City,3,1
Omagh,1,4
Belfast,1,14
Buenos Aires,6,1
Lomas del Palomar,6,1
Unknown,6,1
Kingston,3,7
Ripon,3,4
Belfast,3,14
Guatemala city,6,14
Belfast,1,4
Belfast,3,1
Belfast,3,1
Belfast,1,14
Tehran,3,4
West Berlin,3,1
Belfast,1,4
San Francisco,2,12
Azpeitia,1,3
Buenos Aires,1,1
Buenos Aires,6,1
Toulouse,2,1
Belfast,1,14
Asmara,3,2
Madrid,3,7
Otterburn,1,4
Derrylin,1,4
Qiryat Shemona,5,14
Lisnaskea,3,4
Dungannon,3,4
Cordoba,6,2
Cordoba,5,7
Subic Bay,1,4
Miami,1,2
Chipstead,1,14
Los Angeles,3,7
Londonderry,1,4
San Francisco,2,14
San Francisco,2,1
Newtownhamilton,1,3
Portadown,3,4
San Francisco,2,14
New York City,2,3
Vienna,9,19
Moneymore,1,14
Belfast,1,14
Bilbao,1,3
Bardai,6,14
Derrylin,1,2
Guaynabo,3,7
Crossmaglen,1,4
Pattani,6,15
Tehran,3,4
Sana,3,7
Perryville,3,3
Mexico City,2,3
Mendoza,2,4
Buenos Aires,1,2
West Berlin,7,1
San Salvador,3,7
West Berlin,2,2
Maysat,3,1
New York City,3,6
Clogher,3,4
Belfast,3,1
Paris,6,1
New Haven,2,1
Brussels,3,1
Cordoba,1,13
Port-Au-Prince,3,6
Donaghmore,1,14
Newtownabbey,2,17
Beirut,3,7
Glengormley,1,14
London,3,7
Finaghy,1,3
Dungannon,3,17
Merida,3,2
New York City,2,14
Belfast,1,14
Los Angeles,2,1
Dublin,3,14
Monaghan,3,14
Maalot,3,8
Belfast,2,4
London,3,6
Belfast,1,14
Yuba City,7,3
Yuba City,7,2
Brussels,7,6
Liege,7,6
Antwerp,7,6
Rome,3,7
Tehran,3,1
Tehran,3,1
Tehran,3,1
Tehran,3,1
Ballymena,1,14
Belfast,3,4
Belfast,1,14
Cordoba,6,2
Ghinda,6,1
Brescia,3,2
Beirut,3,7
West Berlin,3,6
Buenos Aires (Pacheco Sector),1,13
Los Angeles,3,2
Acheral,2,14
Beasain,2,1
Londonderry,1,14
Chicago,3,3
Berne,3,7
Buenos Aires,6,1
Port-au-Prince,3,6
Ataun,1,3
Athens,3,4
Rostrevor,1,17
Belfast,1,14
New York City,7,12
West Berlin,1,17
Dungannon,1,4
Miami,3,4
Bernal,1,13
Belfast,3,14
Cologne,7,7
Union City,2,3
New York City,7,14
West Berlin,3,7
Athens,3,4
New York City,7,1
New York City,7,1
New York City,7,1
Pittsburgh,3,1
Shamir,2,14
New York City,7,1
New York City,7,1
New York City,7,1
New York City,7,1
Buenos Aires,6,1
Chicago,3,1
Belfast,1,14
Washington,8,2
Buenos Aires,1,13
London,3,2
Zurich,3,1
Lurgan,3,3
Buenos Aires,3,1
Buenos Aires,3,1
Buenos Aires,3,1
Buenos Aires,3,1
Buenos Aires,3,1
Buenos Aires,3,1
Erlangen,7,3
Belfast,1,14
Belfast,1,3
Buenos Aires,3,1
Buenos Aires,3,1
Buenos Aires,3,1
Skopje,3,7
Belfast,1,4
Londonderry,3,17
Nahariya,5,14
Belfast,1,4
Unknown,2,2
Newtownhamilton,3,4
Beirut,6,10
Paris,3,7
Toulouse,2,1
Belfast,1,4
Bangor,1,14
Lourdes,3,14
Unknown,2,1
Paris,3,19
Itami,4,6
Lourdes,3,14
Birmingham,3,14
Manchester,3,14
Belfast,3,14
Buenos Aires,1,1
London,3,13
London,3,13
Buenos Aires,6,10
Strabane,1,14
Belfast,1,4
Beirut,1,7
Rosario,6,1
Garvagh,3,4
Washington,3,4
Nimes,3,1
Washington,7,7
San Juan,3,7
Toulouse,3,7
Toulouse,3,7
Belfast,1,14
Belfast,2,14
Belfast,1,4
Paris,3,13
Paris,3,10
Paris,3,10
Newtownabbey,1,14
Bologna,3,19
Brussels,3,1
Burlingame,3,1
Cordoba,6,1
Kingston,3,7
San Juan,3,7
Los Angeles,3,6
New York City,3,7
Belfast,1,4
San Francisco,3,1
Lisbellaw,1,14
Tehran,1,1
Crossmaglen,3,4
Damascus,3,7
Belfast,1,14
Seoul,1,2
Mannheim,3,1
Los Angeles,3,19
Belfast,1,14
Omagh,1,3
Dungannon,1,4
Mannheim,3,1
Frankfurt,3,19
Craigavon,1,4
Cordoba,1,1
Donostia-San Sebastian,2,1
New York City,3,1
Beirut,3,6
Athens,3,7
San Francisco,3,1
Dungannon,1,4
Rosario,3,7
Athens,3,6
Barcelona,3,6
San Leandro,3,1
Bilbao,1,3
Salta,3,7
Barcelona,3,7
marseilles,3,6
Madrid,3,1
The Hague,5,7
Damascus,3,7
Buenos Aires,3,7
Paris,3,1
Buenos Aires,3,1
Buenos Aires,3,1
Buenos Aires,3,1
Buenos Aires,3,1
Buenos Aires,3,1
Buenos Aires,3,1
Buenos Aires,3,1
Buenos Aires,3,1
Buenos Aires,3,1
Buenos Aires,3,1
Buenos Aires,3,1
Buenos Aires,3,1
Belfast,1,14
Belfast,1,14
Pomeroy,3,14
Arrasate,1,3
Belfast,1,17
Buenos Aires,6,1
Arequipa,3,7
Finaghy,1,3
Buenos Aires,1,2
Belfast,1,14
Santo Domingo,6,7
Santo Domingo,5,7
Newark,3,3
Belfast,2,14
Buenos Aires,1,4
Buenos Aires,6,1
Belfast,1,14
Belfast,1,14
Milan,3,3
Naples,3,3
Rome,3,3
Londonderry,1,4
San Francisco,3,1
Belfast,1,14
Milan,7,1
Milan,7,1
Guildford,3,1
Londonderry,2,3
Los Angeles,3,1
Unknown,3,1
Frankfurt,7,1
Stewartstown,3,3
Paris,3,14
Unknown,3,1
Unknown,3,6
Damascus,3,1
London,3,4
London,3,13
Newtownabbey,1,14
Beirut,3,1
Aleppo,3,1
Belfast,1,14
Carrickfergus,1,14
Belfast,1,14
Belfast,1,14
Cordoba,1,1
Rio Cuarto,3,7
Rio Cuarto,3,1
Rio Cuarto,3,1
Belfast,1,14
Belfast,6,14
London,3,1
Florence,2,1
Belfast,3,14
West Berlin,7,2
West Berlin,7,2
West Berlin,7,2
New York City,3,1
New York City,3,1
New York City,3,1
Portadown,1,14
San Juan,3,6
Ballykinler,3,4
Donostia-San Sebastian,1,3
Tehran,3,14
Tehran,3,1
Teheran,7,1
New York City,2,17
Ankara,1,4
Los Altos Hills,3,1
Belfast,1,14
Belfast,1,14
Rome,7,1
Rome,7,1
Rome,7,1
Belfast,1,14
Rome,7,1
Milan,7,7
Crossmaglen,1,4
Quito,3,7
Quito,3,7
Quito,3,7
London,3,1
Stewartstown,3,4
London,3,4
Belfast,1,14
Bochum,7,2
Washington,3,7
Templepatrick,1,14
Washington,3,7
East Berlin,6,2
Frankfurt,7,2
Belfast,1,14
Los Angeles,3,12
West Berlin,7,3
West Berlin,3,1
Londonderry,1,14
Drumahoe,1,14
Belfast,1,14
Highfield,1,14
Cuernavaca,6,1
Tokyo,7,7
Coventry,3,17
Gottingen,2,3
Strabane,1,4
Larne,2,1
Crossmaglen,3,1
Florence,3,7
Newry,1,4
Belfast,1,14
Mexico City,3,1
Mexico City,3,1
Beit Shean,9,14
Hamburg,1,2
Craigavon,3,3
Coalisland,2,1
Lima,3,1
Birmingham,3,1
Birmingham,3,1
Belfast,1,14
Fukouka,7,7
Belfast,1,14
Belfast,1,14
Dubai,4,6
Belfast,1,14
Belfast,1,14
Belfast,1,14
Belfast,1,14
Buenos Aires,3,1
Buenos Aires,3,1
Belfast,1,14
Belfast,1,14
Newtownards,1,14
Belfast,1,14
Kronberg im Taunus,1,2
Rihaniya,2,14
Lugo,2,1
Newry,3,1
Ponce,3,4
Carolina,3,1
Carolina,3,1
San Juan,3,1
Derrylin,3,4
Penuelas,3,21
Bremen,3,19
Lima,2,1
Rosh Hanika Kibbutz,2,13
Miami,3,10
Miami,3,20
Miami,3,20
Peshawar,3,7
Beirut,3,17
New York City,3,3
Tel Aviv,3,1
Forkhill,1,4
Paris,3,1
Paris,3,6
Miami,3,1
Paris,3,1
London,3,16
London,3,16
London,3,16
Miami,3,1
London,3,16
Naples,6,1
London,3,1
Bristol,3,13
Paris,1,7
San Francisco,3,1
Jerusalem,3,1
London,3,19
Beirut,3,1
London,3,1
Carryduff,1,14
London,1,2
Sydney,7,6
Barcelona,2,1
Managua,6,2
San Juan,3,11
Philadelphia,1,14
Newtownabbey,1,14
Johannesburg,3,14
Caguas,3,1
Manati,3,1
Bayamon,3,1
Rio Piedras,3,1
Unknown,3,21
Unknown,3,21
Rawalpindi,3,6
Madrid,2,14
Madrid,3,14
Madrid,3,14
London,3,14
Unknown,2,1
London,3,1
Damascus,3,7
Damascus,3,7
Columbus,3,3
Paris,3,13
Rougemont,1,10
San Juan,3,1
Paris,3,6
Madrid,1,4
Mashad,3,7
Madrid,3,1
Paris,5,6
New York City,2,7
Forkhill,3,14
Samastipur,3,2
Beirut,3,15
Belfast,3,17
New York City,3,1
Oakland,3,2
Belfast,3,4
Hampstead,3,1
Beirut,3,1
Ecatepec,2,1
Washington,3,2
Belfast,1,14
Cologne,2,1
Dungannon,1,3
Cordoba,1,7
Nairobi,3,1
Barcelona,7,1
Cadiz,3,8
Zaragoza,7,1
New York City,3,7
San Jose,3,1
Denver,3,2
El Granada,3,4
Oakland,3,1
Los Angeles,3,2
Paris,3,21
Oakland,3,1
San Francisco,3,10
Los Angeles,3,1
Larne,1,14
Mullan,1,4
Beirut,3,18
Peshawar,1,2
Paris,3,1
Ligoniel,1,14
Cologne,3,12
Hamburg,3,2
Geneva,3,7
Belfast,1,14
Belfast,1,14
Pomeroy,2,1
Paris,7,10
Paris,7,6
Tyre,3,1
Elizabeth,3,1
Cappagh,1,1
Quimper,3,8
Rome,7,3
Barcelona,7,1
Morales,2,3
Coleraine,1,14
Miami,3,1
Beirut,3,15
Zaragoza,7,8
Rome,2,3
Lurgan,1,14
Beirut,3,6
Belfast,3,1
Belfast,1,14
Belfast,1,14
Rosario,3,1
Rosario,3,1
Rosario,3,1
Rosario,3,1
Rosario,3,1
Rosario,3,1
Cordoba,3,1
Miami,1,2
Miami,3,10
Belfast,1,17
Belfast,1,14
San Juan,3,6
Cordoba,6,7
Los Angeles,3,10
London,1,3
Unknown,6,2
Bilbao,2,1
Belfast,2,4
Belfast,3,1
Tokyo,3,1
Belfast,1,14
Belfast,1,14
Limassol,1,2
Madrid,7,1
Pamplona,7,1
Barcelona,2,19
Tarrasa,3,19
Santa Cruz de Tenerife (Province),2,14
Sopelana,3,14
Guadalito,2,14
Nairobi,3,19
Mosul,4,6
Shelton,3,1
Lyon,3,6
Tehran,2,3
Bamberg,3,15
Limassol,3,15
Karlsruhe,3,2
Ballynafeigh,1,14
Tehran,1,3
Tel Aviv,5,1
San Justo,3,1
Paris,3,1
Portadown,1,14
Berazategni,7,1
Caracas,1,2
Belfast,1,14
Istanbul,3,7
San Jose,3,1
San Jose,3,1
San Francisco,3,1
San Bruno,3,21
Unknown,2,4
Belfast,1,14
Madrid,3,13
Unknown,2,1
Belfast,3,1
Belfast,1,4
Bangor,3,3
Tehram,1,2
Lanos,3,1
Lusaka,1,22
Tehran,3,3
San Bruno,3,21
San Bruno,3,21
San Bruno,3,21
San Bruno,3,21
San Bruno,3,21
San Bruno,3,21
Buenos Aires,3,14
New York City,7,7
Villa Constitucion,2,3
Mogadiscio,6,7
Buenos Aires,3,1
Valmaseda,3,1
Pamplona,3,1
Ortuella,3,1
Isasondo,3,10
Guernica,3,1
Guernica,3,1
Guernica,3,1
Bilbao,3,13
Legazpia,3,1
Berkeley,3,3
Los Angeles,3,18
Los Angeles,3,7
San Jose,3,21
Donostia-San Sebastian,1,3
Sarandi,3,1
Sacramento,3,21
Otanche,2,14
Lyon,1,7
Miami,3,14
Aia,3,15
Zarauz,3,15
Orio,3,15
Madrid,7,2
Valladolid,7,13
Valencia,3,1
Portadown,1,14
Carrickfergus,1,14
New York City,3,1
New York City,3,1
New York City,3,1
New York City,3,1
New York City,3,1
Portadown,1,14
Belfast,1,4
Los Angeles,3,2
Cordoba,3,1
San Francisco,3,1
Hollywood,3,6
Belfast,3,1
Belfast,3,1
Belfast,1,14
Los Angeles,3,18
Belfast,1,17
West Berlin,2,1
San Juan del Carare,2,14
Belfast,1,14
Belfast,1,14
Whitehead,6,4
San Jose,3,21
Lima,9,9
Paris,3,7
New York City,7,7
Mombasa,1,2
Kuwait,3,1
Belfast,1,17
Belfast,3,1
Belfast,1,14
Aughnacloy,1,14
Beirut,2,17
Rosario,2,4
Los Angeles,3,1
Mar del Plata,3,7
Tokyo,3,14
Sacramento,2,1
Sacramento,9,1
Dungannon,1,14
Stockholm,5,7
Buenos Aires,3,7
Mexico City,2,1
Portadown,1,14
Lurgan,2,13
Denver,3,2
Belfast,1,17
Belfast,1,14
Denver,3,1
West Berlin,3,3
Ludwigshafen,3,12
Mainz,3,1
San Salvador,2,3
